firm,discipline,family,region,horizon,status,name,description,risk_budget,data_dependencies,engine,params,owner,created_at,updated_at,id
Bridgewater,Macro,Rates & Basis,EU,Macro,research,US 5s30s Flattener (EU),Inflation scare hedge.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0034
Bridgewater,Macro,Rates & Basis,EU,Macro,research,Bund 2s10s Flattener (EU),ECB tightening cycle.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0035
Bridgewater,Macro,Rates & Basis,EU,Macro,research,Bund 10s30s Steepener (EU),Pension/LDI dynamics.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0036
Bridgewater,Macro,Rates & Basis,EU,Macro,research,Gilts 10s30s Flattener (EU),LDI demand and QT.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0037
Bridgewater,Macro,Rates & Basis,EU,Macro,research,JGB 2s10s Steepener (EU),YCC relaxation dynamics.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0038
Bridgewater,Macro,Rates & Basis,EU,Macro,research,TIPS Breakeven Long (EU),When CPI > priced breakevens.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0039
Bridgewater,Macro,Rates & Basis,EU,Macro,research,TIPS Breakeven Short (EU),Disinflationary regime bet.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0040
Bridgewater,Macro,Rates & Basis,EU,Macro,research,US Swap Spread Arb (EU),UST vs swap basis dislocations.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0041
Bridgewater,Macro,Rates & Basis,EU,Macro,research,Bund Swap Spread Arb (EU),Bund vs Euribor basis.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0042
Bridgewater,Macro,Rates & Basis,EU,Macro,research,Repo Specialness (UST) (EU),Funding scarcity premium.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0043
Bridgewater,Macro,Rates & Basis,EU,Macro,research,UST Futures Basis (EU),CTD roll/basis mispricing.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0044
Bridgewater,Macro,Rates & Basis,EU,Macro,research,Auction Cycle: UST 10Y (EU),Pre/post auction drift alpha.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0045
Bridgewater,Macro,Rates & Basis,UK,Macro,research,US 2s10s Steepener (UK),Re-steepening as growth recovers.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0046
Bridgewater,Macro,Rates & Basis,UK,Macro,research,US 2s10s Flattener (UK),Flattening under aggressive hikes.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0047
Bridgewater,Macro,Rates & Basis,UK,Macro,research,US 5s30s Steepener (UK),Long-end re-steepening.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0048
Bridgewater,Macro,Rates & Basis,UK,Macro,research,US 5s30s Flattener (UK),Inflation scare hedge.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0049
Bridgewater,Macro,Rates & Basis,UK,Macro,research,Bund 2s10s Flattener (UK),ECB tightening cycle.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0050
Bridgewater,Macro,Rates & Basis,UK,Macro,research,Bund 10s30s Steepener (UK),Pension/LDI dynamics.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0051
Bridgewater,Macro,Rates & Basis,UK,Macro,research,Gilts 10s30s Flattener (UK),LDI demand and QT.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0052
Bridgewater,Macro,Rates & Basis,UK,Macro,research,JGB 2s10s Steepener (UK),YCC relaxation dynamics.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0053
Bridgewater,Macro,Rates & Basis,UK,Macro,research,TIPS Breakeven Long (UK),When CPI > priced breakevens.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0054
Bridgewater,Macro,Rates & Basis,UK,Macro,research,TIPS Breakeven Short (UK),Disinflationary regime bet.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0055
Bridgewater,Macro,Rates & Basis,UK,Macro,research,US Swap Spread Arb (UK),UST vs swap basis dislocations.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0056
Bridgewater,Macro,Rates & Basis,UK,Macro,research,Bund Swap Spread Arb (UK),Bund vs Euribor basis.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0057
Bridgewater,Macro,Rates & Basis,UK,Macro,research,Repo Specialness (UST) (UK),Funding scarcity premium.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0058
Bridgewater,Macro,Rates & Basis,UK,Macro,research,UST Futures Basis (UK),CTD roll/basis mispricing.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0059
Bridgewater,Macro,Rates & Basis,UK,Macro,research,Auction Cycle: UST 10Y (UK),Pre/post auction drift alpha.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0060
Bridgewater,Macro,Rates & Basis,JP,Macro,research,US 2s10s Steepener (JP),Re-steepening as growth recovers.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0061
Bridgewater,Macro,Rates & Basis,JP,Macro,research,US 2s10s Flattener (JP),Flattening under aggressive hikes.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0062
Bridgewater,Macro,Rates & Basis,JP,Macro,research,US 5s30s Steepener (JP),Long-end re-steepening.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0063
Bridgewater,Macro,Rates & Basis,JP,Macro,research,US 5s30s Flattener (JP),Inflation scare hedge.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0064
Bridgewater,Macro,Rates & Basis,JP,Macro,research,Bund 2s10s Flattener (JP),ECB tightening cycle.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0065
Bridgewater,Macro,Rates & Basis,JP,Macro,research,Bund 10s30s Steepener (JP),Pension/LDI dynamics.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0066
Bridgewater,Macro,Rates & Basis,JP,Macro,research,Gilts 10s30s Flattener (JP),LDI demand and QT.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0067
Bridgewater,Macro,Rates & Basis,JP,Macro,research,JGB 2s10s Steepener (JP),YCC relaxation dynamics.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0068
Bridgewater,Macro,Rates & Basis,JP,Macro,research,TIPS Breakeven Long (JP),When CPI > priced breakevens.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0069
Bridgewater,Macro,Rates & Basis,JP,Macro,research,TIPS Breakeven Short (JP),Disinflationary regime bet.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0070
Bridgewater,Macro,Rates & Basis,JP,Macro,research,US Swap Spread Arb (JP),UST vs swap basis dislocations.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0071
Bridgewater,Macro,Rates & Basis,JP,Macro,research,Bund Swap Spread Arb (JP),Bund vs Euribor basis.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0072
Bridgewater,Macro,Rates & Basis,JP,Macro,research,Repo Specialness (UST) (JP),Funding scarcity premium.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0073
Bridgewater,Macro,Rates & Basis,JP,Macro,research,UST Futures Basis (JP),CTD roll/basis mispricing.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0074
Bridgewater,Macro,Rates & Basis,JP,Macro,research,Auction Cycle: UST 10Y (JP),Pre/post auction drift alpha.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0075
Bridgewater,Macro,Rates & Basis,EM,Macro,research,US 2s10s Steepener (EM),Re-steepening as growth recovers.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0076
Bridgewater,Macro,Rates & Basis,EM,Macro,research,US 2s10s Flattener (EM),Flattening under aggressive hikes.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0077
Bridgewater,Macro,Rates & Basis,EM,Macro,research,US 5s30s Steepener (EM),Long-end re-steepening.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0078
Bridgewater,Macro,Rates & Basis,EM,Macro,research,US 5s30s Flattener (EM),Inflation scare hedge.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0079
Bridgewater,Macro,Rates & Basis,EM,Macro,research,Bund 2s10s Flattener (EM),ECB tightening cycle.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0080
Bridgewater,Macro,Rates & Basis,EM,Macro,research,Bund 10s30s Steepener (EM),Pension/LDI dynamics.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0081
Bridgewater,Macro,Rates & Basis,EM,Macro,research,Gilts 10s30s Flattener (EM),LDI demand and QT.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0082
Bridgewater,Macro,Rates & Basis,EM,Macro,research,JGB 2s10s Steepener (EM),YCC relaxation dynamics.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0083
Bridgewater,Macro,Rates & Basis,EM,Macro,research,TIPS Breakeven Long (EM),When CPI > priced breakevens.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0084
Bridgewater,Macro,Rates & Basis,EM,Macro,research,TIPS Breakeven Short (EM),Disinflationary regime bet.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0085
Bridgewater,Macro,Rates & Basis,EM,Macro,research,US Swap Spread Arb (EM),UST vs swap basis dislocations.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0086
Bridgewater,Macro,Rates & Basis,EM,Macro,research,Bund Swap Spread Arb (EM),Bund vs Euribor basis.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0087
Bridgewater,Macro,Rates & Basis,EM,Macro,research,Repo Specialness (UST) (EM),Funding scarcity premium.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0088
Bridgewater,Macro,Rates & Basis,EM,Macro,research,UST Futures Basis (EM),CTD roll/basis mispricing.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0089
Bridgewater,Macro,Rates & Basis,EM,Macro,research,Auction Cycle: UST 10Y (EM),Pre/post auction drift alpha.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0090
Bridgewater,Macro,Rates & Basis,Global,Macro,research,US 2s10s Steepener (Global),Re-steepening as growth recovers.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0091
Bridgewater,Macro,Rates & Basis,Global,Macro,research,US 2s10s Flattener (Global),Flattening under aggressive hikes.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0092
Bridgewater,Macro,Rates & Basis,Global,Macro,research,US 5s30s Steepener (Global),Long-end re-steepening.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0093
Bridgewater,Macro,Rates & Basis,Global,Macro,research,US 5s30s Flattener (Global),Inflation scare hedge.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0094
Bridgewater,Macro,Rates & Basis,Global,Macro,research,Bund 2s10s Flattener (Global),ECB tightening cycle.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0095
Bridgewater,Macro,Rates & Basis,Global,Macro,research,Bund 10s30s Steepener (Global),Pension/LDI dynamics.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0096
Bridgewater,Macro,Rates & Basis,Global,Macro,research,Gilts 10s30s Flattener (Global),LDI demand and QT.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0097
Bridgewater,Macro,Rates & Basis,Global,Macro,research,JGB 2s10s Steepener (Global),YCC relaxation dynamics.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0098
Bridgewater,Macro,Rates & Basis,Global,Macro,research,TIPS Breakeven Long (Global),When CPI > priced breakevens.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0099
Bridgewater,Macro,Rates & Basis,Global,Macro,research,TIPS Breakeven Short (Global),Disinflationary regime bet.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0100
Bridgewater,Macro,Rates & Basis,Global,Macro,research,US Swap Spread Arb (Global),UST vs swap basis dislocations.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0101
Bridgewater,Macro,Rates & Basis,Global,Macro,research,Bund Swap Spread Arb (Global),Bund vs Euribor basis.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0102
Bridgewater,Macro,Rates & Basis,Global,Macro,research,Repo Specialness (UST) (Global),Funding scarcity premium.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0103
Bridgewater,Macro,Rates & Basis,Global,Macro,research,UST Futures Basis (Global),CTD roll/basis mispricing.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0104
Bridgewater,Macro,Rates & Basis,Global,Macro,research,Auction Cycle: UST 10Y (Global),Pre/post auction drift alpha.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0105
Bridgewater,Macro,Rates & Basis,Global,Macro,research,US 2s10s Steepener,Re-steepening as growth recovers.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0106
Bridgewater,Macro,Rates & Basis,Global,Macro,research,US 2s10s Flattener,Flattening under aggressive hikes.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0107
Bridgewater,Macro,Rates & Basis,Global,Macro,research,US 5s30s Steepener,Long-end re-steepening.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0108
Bridgewater,Macro,Rates & Basis,Global,Macro,research,US 5s30s Flattener,Inflation scare hedge.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0109
Bridgewater,Macro,Rates & Basis,Global,Macro,research,Bund 2s10s Flattener,ECB tightening cycle.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0110
Bridgewater,Macro,Rates & Basis,Global,Macro,research,Bund 10s30s Steepener,Pension/LDI dynamics.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0111
Bridgewater,Macro,Rates & Basis,Global,Macro,research,Gilts 10s30s Flattener,LDI demand and QT.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0112
Bridgewater,Macro,Rates & Basis,Global,Macro,research,JGB 2s10s Steepener,YCC relaxation dynamics.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0113
Bridgewater,Macro,Rates & Basis,Global,Macro,research,TIPS Breakeven Long,When CPI > priced breakevens.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0114
Bridgewater,Macro,Rates & Basis,Global,Macro,research,TIPS Breakeven Short,Disinflationary regime bet.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0115
Bridgewater,Macro,Rates & Basis,Global,Macro,research,US Swap Spread Arb,UST vs swap basis dislocations.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0116
Bridgewater,Macro,Rates & Basis,Global,Macro,research,Bund Swap Spread Arb,Bund vs Euribor basis.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0117
Bridgewater,Macro,Rates & Basis,Global,Macro,research,Repo Specialness (UST),Funding scarcity premium.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0118
Bridgewater,Macro,Rates & Basis,Global,Macro,research,UST Futures Basis,CTD roll/basis mispricing.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0119
Bridgewater,Macro,Rates & Basis,Global,Macro,research,Auction Cycle: UST 10Y,Pre/post auction drift alpha.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0120
Bridgewater,Macro,FX,Global,Macro,research,EURUSD Carry,ECB vs Fed carry premia.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0121
Bridgewater,Macro,FX,Global,Macro,research,GBPUSD PPP Reversion,Valuation mean reversion.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0122
Bridgewater,Macro,FX,Global,Macro,research,USDJPY Safe Haven,Risk-off yen bid.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0123
Bridgewater,Macro,FX,Global,Macro,research,AUD Terms-of-Trade,Commodity-linked FX tilt.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0124
Bridgewater,Macro,FX,Global,Macro,research,CAD Oil Beta,FX sensitivity to crude.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0125
Bridgewater,Macro,FX,Global,Macro,research,EM FX Crisis Basket,Jump-risk premium harvesting.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0126
Bridgewater,Macro,FX,Global,Macro,research,FX Vol Premia (G10),Implied > realized variance.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0127
Bridgewater,Macro,FX,Global,Macro,research,FX Skew Premia,Risk-reversal mispricing.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0128
Bridgewater,Macro,FX,Global,Macro,research,CNH On/Offshore Basis,Flow/policy divergence.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0129
Bridgewater,Macro,FX,Global,Macro,research,INR Forward Premium,Carry vs RBI stance.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0130
Bridgewater,Macro,FX,US,Macro,research,EURUSD Carry (US),ECB vs Fed carry premia.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0131
Bridgewater,Macro,FX,US,Macro,research,GBPUSD PPP Reversion (US),Valuation mean reversion.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0132
Bridgewater,Macro,FX,US,Macro,research,USDJPY Safe Haven (US),Risk-off yen bid.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0133
Bridgewater,Macro,FX,US,Macro,research,AUD Terms-of-Trade (US),Commodity-linked FX tilt.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0134
Bridgewater,Macro,FX,US,Macro,research,CAD Oil Beta (US),FX sensitivity to crude.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0135
Bridgewater,Macro,FX,US,Macro,research,EM FX Crisis Basket (US),Jump-risk premium harvesting.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0136
Bridgewater,Macro,FX,US,Macro,research,FX Vol Premia (G10) (US),Implied > realized variance.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0137
Bridgewater,Macro,FX,US,Macro,research,FX Skew Premia (US),Risk-reversal mispricing.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0138
Bridgewater,Macro,FX,US,Macro,research,CNH On/Offshore Basis (US),Flow/policy divergence.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0139
Bridgewater,Macro,FX,US,Macro,research,INR Forward Premium (US),Carry vs RBI stance.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0140
Bridgewater,Macro,FX,EU,Macro,research,EURUSD Carry (EU),ECB vs Fed carry premia.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0141
Bridgewater,Macro,FX,EU,Macro,research,GBPUSD PPP Reversion (EU),Valuation mean reversion.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0142
Bridgewater,Macro,FX,EU,Macro,research,USDJPY Safe Haven (EU),Risk-off yen bid.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0143
Bridgewater,Macro,FX,EU,Macro,research,AUD Terms-of-Trade (EU),Commodity-linked FX tilt.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0144
Bridgewater,Macro,FX,EU,Macro,research,CAD Oil Beta (EU),FX sensitivity to crude.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0145
Bridgewater,Macro,FX,EU,Macro,research,EM FX Crisis Basket (EU),Jump-risk premium harvesting.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0146
Bridgewater,Macro,FX,EU,Macro,research,FX Vol Premia (G10) (EU),Implied > realized variance.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0147
Bridgewater,Macro,FX,EU,Macro,research,FX Skew Premia (EU),Risk-reversal mispricing.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0148
Bridgewater,Macro,FX,EU,Macro,research,CNH On/Offshore Basis (EU),Flow/policy divergence.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0149
Bridgewater,Macro,FX,EU,Macro,research,INR Forward Premium (EU),Carry vs RBI stance.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0150
Bridgewater,Macro,FX,UK,Macro,research,EURUSD Carry (UK),ECB vs Fed carry premia.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0151
Bridgewater,Macro,FX,UK,Macro,research,GBPUSD PPP Reversion (UK),Valuation mean reversion.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0152
Bridgewater,Macro,FX,UK,Macro,research,USDJPY Safe Haven (UK),Risk-off yen bid.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0153
Bridgewater,Macro,FX,UK,Macro,research,AUD Terms-of-Trade (UK),Commodity-linked FX tilt.,0.02,[],futures_macro,{},macro,2025-09-10,2025-09-10,BW-0154
